138.519958998924,887.130122266337,624.962900504336
142.770558841262,888.971934016196,626.050198403852
141.864204868903,886.787046091695,628.668392540951
141.865170918798,885.403697861909,631.741647137395
141.164301777166,884.432548835783,630.098097618677
140.353824503352,884.795081213453,630.013118477389
141.256971251828,883.535832732819,631.461129151557
141.700583300142,882.912290452413,633.802699045019
140.968011505393,884.313292234924,631.906136840105
139.37170797587,885.763323315062,632.941338542048
137.426881966324,889.063865008857,635.249366607582
134.497232052845,891.749128596862,634.812854277783
134.383396966037,892.363068753963,632.783912695857
134.59781534843,892.543244804889,633.140854267611
133.612018529486,894.076902920636,633.986563387716
134.508304826717,892.839757020645,634.672135595832
136.340495579106,893.383597085578,635.190995819804
137.312575047688,893.126175194585,633.82437940955
137.562871384503,893.938706793307,632.377144227816
139.101971813753,893.545705118114,633.497077777425
135.598262110451,896.123388021179,631.220400892088
134.886396562054,898.629226489402,631.741774204842
134.983082334789,896.829526252194,631.163441008868
134.054092741594,898.191362363175,631.809810214894
134.85032268712,897.827661308483,633.709134591388
134.303017354784,900.479874401286,633.396417327244
133.476573667415,901.485772605143,632.421161657686
132.045892927414,903.892228994977,634.2913462739
134.80698295532,901.463338003428,633.202471052921
132.894891543569,902.481806425798,631.59666242158
132.986233073846,901.441812004509,630.685841701354
131.951849674794,899.204383586718,630.156573178724
134.381055442895,897.635036711178,628.438110975456
133.043595735554,897.986584989468,627.868168945096
128.26472806018,898.36010767501,627.068676517032
128.699842440266,895.566966278033,628.340387298197
125.932900646774,896.775419386488,628.805258901097
125.783261110203,898.535239774683,631.049162457744
127.685616289085,897.157604858053,630.832840359294
131.043299818694,897.775332478335,628.405089876704
